"Basal Exp (GFP, au)","4-OHT Induced Exp (GFP, au)","GZV Induced Exp (GFP, au)","Dual Induced Exp (GFP, au)",No. of Barcodes (basal),No. of Barcodes (4-OHT),No. of Barcodes (GZV),No. of Barcodes (Dual),No. of Binding sites,Binding site pattern,Core prom,Term spacing reporter,Prom. SynTF A,AD SynTF A,IDR SynTF A,ZF Affinity SynTF A,Term spacing SynTF A,Prom. SynTF B,AD SynTF B,IDR SynTF B,ZF Affinity SynTF B,Term spacing SynTF B,Orientation 
682.81,879.74,37081,8072,5,5,13,6,3,3,2,1,4,1,2,3,1,3,1,2,2,1,6
454.12,438.99,612.61,1578.6,1,1,2,2,3,4,2,1,4,1,2,3,1,3,1,2,2,1,6
0,0,68243,0,0,0,1,0,3,3,3,1,4,1,2,3,1,3,1,2,2,1,6
1081.1,5490.3,14334,69750,1,1,1,1,3,2,1,1,5,1,2,3,1,3,1,2,2,1,6
0,330.41,959.53,0,0,1,1,0,1,1,4,1,2,2,2,3,1,3,1,2,2,1,6
330.41,1844.9,0,8092,1,1,0,1,3,1,4,1,2,2,2,3,1,3,1,2,2,1,6
915.21,930.18,813.58,1002.3,5,6,8,4,1,2,4,1,2,2,2,3,1,3,1,2,2,1,6
330.41,3009.1,6685.2,7498.6,3,3,4,4,2,2,4,1,2,2,2,3,1,3,1,2,2,1,6
764.51,1002.5,1579.9,1237.6,5,6,5,5,3,2,4,1,2,2,2,3,1,3,1,2,2,1,6
265.39,766.15,629.91,3134.6,1,1,5,2,3,3,4,1,2,2,2,3,1,3,1,2,2,1,6
0,8092,20254,330.41,0,2,3,1,2,1,3,1,2,4,2,3,1,3,1,2,2,1,6
0,68243,0,0,0,4,0,0,3,1,3,1,2,4,2,3,1,3,1,2,2,1,6
2723.6,16213,9425.4,7828.5,5,5,3,3,2,3,3,1,2,4,2,3,1,3,1,2,2,1,6
0,0,959.53,0,0,0,1,0,2,4,3,1,2,4,2,3,1,3,1,2,2,1,6
706.4,24932,1729.3,9183.5,1,1,1,1,2,2,1,1,2,2,4,3,1,3,1,2,2,1,6
844.8,39198,2628.5,1525.5,3,3,7,12,1,1,1,1,3,2,4,3,1,3,1,2,2,1,6
2051.2,956.96,23442,24712,19,8,16,10,2,2,1,1,3,2,4,3,1,3,1,2,2,1,6
1651.7,2864.3,1631.7,23499,3,1,4,1,2,4,1,1,3,2,4,3,1,3,1,2,2,1,6
330.41,0,959.53,8092,1,0,1,2,1,1,2,1,3,2,4,3,1,3,1,2,2,1,6
976.83,871.31,5144,6530.1,34,34,34,34,2,1,2,1,3,2,4,3,1,3,1,2,2,1,6
0,0,4403,25076,0,0,3,4,3,2,2,1,3,2,4,3,1,3,1,2,2,1,6
464.43,1038,1059.3,30048,7,7,7,3,2,4,2,1,3,2,4,3,1,3,1,2,2,1,6
0,0,959.53,0,0,0,1,0,3,4,2,1,3,2,4,3,1,3,1,2,2,1,6
6012.7,60369,60232,68243,5,4,6,4,2,1,3,1,2,2,1,4,1,3,1,2,2,1,6
0,25512,2786.5,68243,0,3,3,3,3,1,3,1,2,2,1,4,1,3,1,2,2,1,6
5530.4,13760,3571.5,68243,7,4,9,3,1,2,3,1,2,2,1,4,1,3,1,2,2,1,6
5763.5,60369,63171,68243,1,1,1,1,2,3,3,1,2,2,1,4,1,3,1,2,2,1,6
0,0,3286.7,0,0,0,1,0,1,4,3,1,2,2,1,4,1,3,1,2,2,1,6
9439.4,69727,40589,1.54E+05,5,5,5,11,2,4,3,1,2,2,1,4,1,3,1,2,2,1,6
959.53,0,0,23499,1,0,0,1,2,2,3,1,3,2,1,4,1,3,1,2,2,1,6
0,0,8092,0,0,0,1,0,1,1,4,1,2,3,1,4,1,3,1,2,2,1,6
395.26,794.78,887.48,1433.9,1,2,4,1,1,2,4,1,2,3,1,4,1,3,1,2,2,1,6
530.61,0,959.53,0,2,0,1,0,2,2,4,1,2,3,1,4,1,3,1,2,2,1,6
399.09,18424,1742.7,2786.5,6,7,7,2,3,2,4,1,2,3,1,4,1,3,1,2,2,1,6
2786.5,0,0,0,1,0,0,0,2,3,4,1,2,3,1,4,1,3,1,2,2,1,6
1033.1,330.41,2085.7,23499,11,1,7,1,3,3,4,1,2,3,1,4,1,3,1,2,2,1,6
347.43,0,2436.5,0,1,0,1,0,1,1,2,3,3,1,2,4,1,3,1,2,2,1,6
0,0,1160.2,68243,0,0,1,1,3,1,1,1,6,1,2,4,1,3,1,2,2,1,6
1193.4,982.32,1610.9,1793.2,1,1,1,1,1,2,4,1,2,4,2,4,1,3,1,2,2,1,6
959.53,420.56,2590.2,0,1,1,1,0,3,3,4,1,2,4,2,4,1,3,1,2,2,1,6
350.51,0,586.13,1351.4,3,0,3,2,1,1,1,1,4,4,2,4,1,3,1,2,2,1,6
966.45,2492.9,3501.6,2411.7,7,7,8,7,3,2,1,1,4,4,2,4,1,3,1,2,2,1,6
8119.2,0,2786.5,0,3,0,3,0,3,2,2,1,4,4,2,4,1,3,1,2,2,1,6
528.48,776.66,10454,1677.7,4,3,7,3,3,3,2,1,4,4,2,4,1,3,1,2,2,1,6
8092,8092,0,0,3,1,0,0,1,1,1,1,3,4,4,4,1,3,1,2,2,1,6
2803.7,6685.2,12818,1.98E+05,4,4,5,3,2,2,1,1,3,4,4,4,1,3,1,2,2,1,6
0,0,1.98E+05,0,0,0,1,0,2,4,1,1,3,4,4,4,1,3,1,2,2,1,6
2786.5,0,0,0,2,0,0,0,2,1,2,1,3,4,4,4,1,3,1,2,2,1,6
959.53,959.53,0,0,2,2,0,0,2,4,2,1,3,4,4,4,1,3,1,2,2,1,6
0,0,0,938.43,0,0,0,1,1,2,2,1,3,1,2,5,1,3,1,2,2,1,6
2786.5,0,8092,0,1,0,1,0,1,1,1,1,2,3,1,4,2,3,1,2,2,1,6
2786.5,0,8092,0,1,0,1,0,1,3,1,1,2,3,1,4,2,3,1,2,2,1,6
15809,17656,5183.4,3312.2,5,6,13,13,1,1,1,1,1,1,1,1,3,3,1,2,2,1,6
2962.3,4805.1,4661.9,34022,2,2,2,2,2,1,1,1,1,1,1,1,3,3,1,2,2,1,6
2587.1,2786.5,2810,8092,2,2,2,2,1,2,1,1,1,1,1,1,3,3,1,2,2,1,6
15039,9638.8,70145,95589,11,11,12,9,2,1,1,1,2,4,1,1,3,3,1,2,2,1,6
356.16,333.97,433.77,843.38,2,2,2,2,1,2,1,1,2,4,1,1,3,3,1,2,2,1,6
2786.5,0,2786.5,0,1,0,1,0,2,3,1,1,2,4,1,1,3,3,1,2,2,1,6
20776,1.98E+05,15812,1.42E+05,5,1,1,3,2,1,2,1,2,4,1,1,3,3,1,2,2,1,6
68243,0,959.53,23538,1,0,1,1,1,2,2,1,2,4,1,1,3,3,1,2,2,1,6
959.53,1018,959.53,1525.6,9,10,9,9,3,3,2,1,2,4,1,1,3,3,1,2,2,1,6
7699.2,0,8092,0,7,0,7,0,1,1,1,1,3,4,2,1,3,3,1,2,2,1,6
1146.7,2810.7,408.19,1092.4,2,1,4,2,2,1,1,1,3,4,2,1,3,3,1,2,2,1,6
8092,1.98E+05,68243,1.98E+05,1,1,1,1,1,2,1,1,3,4,2,1,3,3,1,2,2,1,6
561.86,2786.5,0,0,4,1,0,0,3,2,1,1,3,4,2,1,3,3,1,2,2,1,6
2786.5,0,0,0,1,0,0,0,1,3,1,1,3,4,2,1,3,3,1,2,2,1,6
1376.8,2810.7,1107,1249.6,1,1,1,1,2,3,1,1,3,4,2,1,3,3,1,2,2,1,6
330.41,0,0,0,1,0,0,0,3,4,1,1,3,4,2,1,3,3,1,2,2,1,6
0,0,959.53,0,0,0,1,0,2,1,2,1,3,4,2,1,3,3,1,2,2,1,6
0,330.41,1.98E+05,957.19,0,3,2,6,1,2,2,1,3,4,2,1,3,3,1,2,2,1,6
228.23,666.95,959.53,0,2,2,2,0,2,3,2,1,3,4,2,1,3,3,1,2,2,1,6
0,4356.3,1.98E+05,0,0,3,1,0,3,3,2,1,3,4,2,1,3,3,1,2,2,1,6
0,0,68243,0,0,0,1,0,1,2,1,1,2,4,1,2,3,3,1,2,2,1,6
2786.5,0,3706.6,0,1,0,1,0,1,2,2,1,2,4,1,2,3,3,1,2,2,1,6
959.53,959.53,959.53,1525.6,1,1,1,1,3,3,2,1,2,4,1,2,3,3,1,2,2,1,6
2218.6,446.19,2899.4,4005.4,4,8,6,4,1,1,1,1,1,1,1,3,3,3,1,2,2,1,6
2903.6,3356.8,27630,53501,22,22,28,22,2,1,1,1,1,1,1,3,3,3,1,2,2,1,6
1424.1,0,130.5,44041,4,0,1,1,1,2,1,1,1,1,1,3,3,3,1,2,2,1,6
2255.5,2774.1,7872.7,7264.9,17,7,11,8,3,2,1,1,1,1,1,3,3,3,1,2,2,1,6
0,0,1.98E+05,0,0,0,1,0,2,3,1,1,1,1,1,3,3,3,1,2,2,1,6
2135.9,1615.9,13089,1225.5,1,1,1,3,3,4,1,1,1,1,1,3,3,3,1,2,2,1,6
896.11,573.36,5189.9,12740,16,16,16,16,2,1,2,1,1,1,1,3,3,3,1,2,2,1,6
850.46,975.04,856.5,881.85,46,55,40,58,1,2,2,1,1,1,1,3,3,3,1,2,2,1,6
612.03,567.89,2730,1.10E+05,5,13,16,16,3,3,2,1,1,1,1,3,3,3,1,2,2,1,6
406.78,753.29,1036,584.01,4,4,4,4,2,4,2,1,1,1,1,3,3,3,1,2,2,1,6
612.03,1286.6,2465.9,3553.5,1,1,1,1,3,3,3,1,1,1,1,3,3,3,1,2,2,1,6
0,444.34,2786.5,1.98E+05,0,1,1,1,3,3,4,1,1,1,1,3,3,3,1,2,2,1,6
2728.1,1494.8,823.83,6657.9,33,35,31,31,1,1,1,1,1,2,1,3,3,3,1,2,2,1,6
2824.2,6635.7,37823,62932,74,61,72,72,2,1,1,1,1,2,1,3,3,3,1,2,2,1,6
1012.2,2651.2,1708.8,2528.7,7,7,6,7,1,2,1,1,1,2,1,3,3,3,1,2,2,1,6
1058.7,23582,8123.8,29534,45,53,59,50,3,2,1,1,1,2,1,3,3,3,1,2,2,1,6
969.32,19156,3033,33118,3,3,4,2,3,4,1,1,1,2,1,3,3,3,1,2,2,1,6
934.22,957.19,2777.3,7118.2,20,18,17,16,2,1,2,1,1,2,1,3,3,3,1,2,2,1,6
338.29,795.86,965.21,906.99,32,18,29,22,1,2,2,1,1,2,1,3,3,3,1,2,2,1,6
1040,2770.7,2931.2,10890,5,2,5,9,3,3,2,1,1,2,1,3,3,3,1,2,2,1,6
0,959.53,3058.7,0,0,1,1,0,2,1,3,1,1,2,1,3,3,3,1,2,2,1,6
0,0,0,11516,0,0,0,1,3,3,3,1,1,2,1,3,3,3,1,2,2,1,6
68243,0,60544,67679,1,0,1,1,2,3,1,3,1,2,1,3,3,3,1,2,2,1,6
0,0,0,23499,0,0,0,1,3,4,2,3,1,2,1,3,3,3,1,2,2,1,6
0,23499,0,0,0,1,0,0,1,1,1,1,2,4,1,3,3,3,1,2,2,1,6
809.7,9039.7,50394,68522,19,21,24,16,2,1,1,1,2,4,1,3,3,3,1,2,2,1,6
1696.3,98687,1818.3,77254,1,1,1,1,3,2,1,1,2,4,1,3,3,3,1,2,2,1,6
2231.6,67009,6935.9,80903,2,3,3,3,3,4,1,1,2,4,1,3,3,3,1,2,2,1,6
8092,0,0,68243,2,0,0,2,2,1,2,1,2,4,1,3,3,3,1,2,2,1,6
959.53,2764.1,959.53,2129.9,3,9,4,4,1,2,2,1,2,4,1,3,3,3,1,2,2,1,6
0,0,2786.5,380.05,0,0,1,3,3,3,2,1,2,4,1,3,3,3,1,2,2,1,6
0,2735.7,959.53,2129.9,0,1,1,1,1,4,2,1,2,4,1,3,3,3,1,2,2,1,6
2586.7,1321,4489.6,3386.9,30,26,37,19,1,1,1,1,1,1,2,3,3,3,1,2,2,1,6
2646.7,2871,28601,74098,18,24,20,34,2,1,1,1,1,1,2,3,3,3,1,2,2,1,6
0,836.92,682.79,959.4,0,4,10,10,1,2,1,1,1,1,2,3,3,3,1,2,2,1,6
915.05,963.22,8338.2,14912,20,20,30,33,3,2,1,1,1,1,2,3,3,3,1,2,2,1,6
0,0,959.53,959.53,0,0,1,1,1,4,1,1,1,1,2,3,3,3,1,2,2,1,6
1108.2,1011.5,8356,15411,4,3,7,7,3,4,1,1,1,1,2,3,3,3,1,2,2,1,6
441.06,723.84,6226.9,3894.6,9,22,26,20,2,1,2,1,1,1,2,3,3,3,1,2,2,1,6
5655.3,561.84,64079,2786.5,11,6,12,2,1,2,2,1,1,1,2,3,3,3,1,2,2,1,6
0,0,4933.1,0,0,0,1,0,2,3,2,1,1,1,2,3,3,3,1,2,2,1,6
505.96,548.7,2676,4074.3,30,28,35,30,3,3,2,1,1,1,2,3,3,3,1,2,2,1,6
336.41,629.25,4933.1,910.9,1,1,1,1,2,1,3,1,1,1,2,3,3,3,1,2,2,1,6
1088.5,23499,9099.8,24342,1,1,1,1,3,2,1,1,3,1,2,3,3,3,1,2,2,1,6
11928,7911.4,5583,21205,5,2,2,2,1,1,1,1,2,2,2,3,3,3,1,2,2,1,6
23499,0,14900,1.98E+05,3,0,6,3,2,1,1,1,2,2,2,3,3,3,1,2,2,1,6
1002.4,2101.3,1297,1751,15,12,9,9,3,2,1,1,2,2,2,3,3,3,1,2,2,1,6
959.53,0,62826,0,2,0,5,0,2,1,2,1,2,2,2,3,3,3,1,2,2,1,6
571.4,919.03,936.7,1350.1,10,9,9,13,1,2,2,1,2,2,2,3,3,3,1,2,2,1,6
0,0,959.53,0,0,0,1,0,3,3,2,1,2,2,2,3,3,3,1,2,2,1,6
2786.5,0,8966,0,2,0,2,0,1,1,1,1,2,3,2,4,3,3,1,2,2,1,6
0,0,68243,0,0,0,3,0,2,1,1,1,2,3,2,4,3,3,1,2,2,1,6
959.53,0,1.98E+05,0,2,0,1,0,1,2,1,1,2,3,2,4,3,3,1,2,2,1,6
0,0,959.53,959.53,0,0,10,10,3,2,1,1,2,3,2,4,3,3,1,2,2,1,6
0,0,959.53,959.53,0,0,1,1,3,4,1,1,2,3,2,4,3,3,1,2,2,1,6
959.53,0,1.18E+05,0,15,0,15,0,1,2,2,1,2,3,2,4,3,3,1,2,2,1,6
2878.5,21637,35829,88541,21,38,21,21,3,1,1,1,1,3,1,1,1,5,1,2,2,1,6
959.53,0,959.53,0,1,0,1,0,1,2,1,1,1,3,1,1,1,5,1,2,2,1,6
2825.8,49529,9064.6,55163,20,20,23,23,3,2,1,1,1,3,1,1,1,5,1,2,2,1,6
959.53,5110.9,1611.6,330.41,1,1,1,1,2,3,1,1,1,3,1,1,1,5,1,2,2,1,6
0,0,23499,0,0,0,1,0,3,4,1,1,1,3,1,1,1,5,1,2,2,1,6
959.53,0,0,0,1,0,0,0,3,1,2,1,1,3,1,1,1,5,1,2,2,1,6
715,3019.1,2490.6,8980.7,80,74,88,77,2,3,2,1,1,3,1,1,1,5,1,2,2,1,6
0,0,0,23499,0,0,0,3,2,4,2,1,1,3,1,1,1,5,1,2,2,1,6
1009.3,4361.2,3178.2,9193.7,11,10,8,10,3,4,2,1,1,3,1,1,1,5,1,2,2,1,6
8092,4304.4,40300,26403,1,1,1,1,3,2,3,1,1,3,1,1,1,5,1,2,2,1,6
812.65,3288.2,2792.4,8868.8,4,4,4,3,2,3,3,1,1,3,1,1,1,5,1,2,2,1,6
681.2,2980.6,2916,7533.7,1,1,1,1,2,3,4,1,1,3,1,1,1,5,1,2,2,1,6
6656.3,35549,63046,47804,13,8,20,16,3,1,1,1,2,3,1,1,1,5,1,2,2,1,6
22657,65474,26498,1.46E+05,3,3,3,3,3,2,1,1,2,3,1,1,1,5,1,2,2,1,6
5693.6,68243,65036,50610,1,1,1,1,3,3,1,1,2,3,1,1,1,5,1,2,2,1,6
878.23,10464,2947.9,8092,9,3,9,2,2,3,2,1,2,3,1,1,1,5,1,2,2,1,6
1313.6,7695.7,4811.1,46275,6,5,11,7,3,3,2,1,2,3,1,1,1,5,1,2,2,1,6
2168.9,0,8092,0,2,0,2,0,2,4,2,1,2,3,1,1,1,5,1,2,2,1,6
0,1.98E+05,5566.6,0,0,2,4,0,3,4,2,1,2,3,1,1,1,5,1,2,2,1,6
2786.5,0,0,0,1,0,0,0,2,3,3,1,2,3,1,1,1,5,1,2,2,1,6
0,0,0,2786.5,0,0,0,1,2,3,2,1,2,4,2,1,1,5,1,2,2,1,6
8092,0,0,23499,1,0,0,1,3,1,1,1,3,2,1,2,1,5,1,2,2,1,6
2776,90812,27724,86208,1,1,1,1,3,2,1,1,3,2,1,2,1,5,1,2,2,1,6
0,0,0,23499,0,0,0,1,3,3,1,1,3,2,1,2,1,5,1,2,2,1,6
2776,90812,27724,86208,1,1,1,1,3,4,1,1,3,2,1,2,1,5,1,2,2,1,6
0,0,0,959.53,0,0,0,2,2,3,2,1,3,2,1,2,1,5,1,2,2,1,6
491.22,17406,2981.9,16903,2,2,2,2,2,4,2,1,3,2,1,2,1,5,1,2,2,1,6
1245.7,14641,41121,34806,36,27,33,24,3,1,1,1,1,3,1,2,1,5,1,2,2,1,6
773.39,16457,17731,34699,10,8,9,6,3,2,1,1,1,3,1,2,1,5,1,2,2,1,6
959.53,0,0,0,1,0,0,0,3,3,1,1,1,3,1,2,1,5,1,2,2,1,6
2786.5,13315,68243,68243,3,4,3,3,3,4,1,1,1,3,1,2,1,5,1,2,2,1,6
694.05,2103.9,674.01,8761.6,34,40,28,39,2,3,2,1,1,3,1,2,1,5,1,2,2,1,6
0,731.28,7368.8,2444,0,3,2,2,3,3,2,1,1,3,1,2,1,5,1,2,2,1,6
957.19,4757.6,2852.7,1.98E+05,12,8,17,20,2,4,2,1,1,3,1,2,1,5,1,2,2,1,6
1117.4,13755,10114,82256,11,11,12,11,3,4,2,1,1,3,1,2,1,5,1,2,2,1,6
330.41,6149.3,4055.2,6275.1,1,1,1,1,2,3,3,1,1,3,1,2,1,5,1,2,2,1,6
720.21,7225.3,2786.5,13761,2,1,2,2,2,4,3,1,1,3,1,2,1,5,1,2,2,1,6
0,1.98E+05,0,0,0,1,0,0,3,4,2,1,2,3,1,2,1,5,1,2,2,1,6
0,68243,0,0,0,2,0,0,3,1,1,1,2,4,2,2,1,5,1,2,2,1,6
2786.5,0,44645,0,1,0,5,0,3,2,1,1,2,4,2,2,1,5,1,2,2,1,6
3361.9,3836.2,4519.7,16078,6,3,9,4,2,3,2,1,2,4,2,2,1,5,1,2,2,1,6
0,0,0,8092,0,0,0,2,2,4,2,1,2,4,2,2,1,5,1,2,2,1,6
23499,0,18180,8909,2,0,2,2,3,4,2,1,2,4,2,2,1,5,1,2,2,1,6
2761.5,6732.8,49870,77214,41,34,31,35,3,1,1,1,3,2,1,3,1,5,1,2,2,1,6
1248.5,5842.9,11221,87127,10,10,10,9,3,2,1,1,3,2,1,3,1,5,1,2,2,1,6
0,0,61431,0,0,0,1,0,3,3,1,1,3,2,1,3,1,5,1,2,2,1,6
1110.9,2879.4,15798,67634,1,2,2,2,3,4,1,1,3,2,1,3,1,5,1,2,2,1,6
439.61,920.72,1557.4,4476.9,46,50,61,47,2,3,2,1,3,2,1,3,1,5,1,2,2,1,6
1293,959.53,3037.7,1073.5,16,3,17,16,3,3,2,1,3,2,1,3,1,5,1,2,2,1,6
580.64,652.42,1195.3,4875.4,4,4,4,4,2,4,2,1,3,2,1,3,1,5,1,2,2,1,6
338,693.83,1696.4,3781.7,1,3,3,3,3,4,2,1,3,2,1,3,1,5,1,2,2,1,6
613.67,607.66,1705.8,3967.7,1,1,1,1,2,3,3,1,3,2,1,3,1,5,1,2,2,1,6
8092,0,0,23499,1,0,0,1,3,1,1,1,3,2,1,4,1,5,1,2,2,1,6
2776,90812,27724,86208,1,1,1,1,3,2,1,1,3,2,1,4,1,5,1,2,2,1,6
0,0,0,959.53,0,0,0,1,2,3,2,1,3,2,1,4,1,5,1,2,2,1,6
491.22,17406,2981.9,16903,1,1,1,1,2,4,2,1,3,2,1,4,1,5,1,2,2,1,6
475.01,330.41,1962.1,869.86,1,1,2,1,2,4,1,2,1,3,1,1,1,1,2,2,2,1,6
0,0,23499,0,0,0,1,0,3,1,2,2,1,3,1,1,1,1,2,2,2,1,6
560.57,5079.9,3276.5,6479.8,1,2,1,1,3,2,2,2,1,3,1,1,1,1,2,2,2,1,6
7498.5,1198,2711.8,5170.2,6,6,6,5,1,2,1,2,1,4,1,1,1,1,2,2,2,1,6
1.15E+05,0,70895,41139,8,0,7,5,2,3,1,2,1,4,1,1,1,1,2,2,2,1,6
62246,16924,73404,24725,24,24,24,24,2,4,1,2,1,4,1,1,1,1,2,2,2,1,6
2845.2,60362,24132,74531,1,6,1,5,3,1,2,2,1,4,1,1,1,1,2,2,2,1,6
14331,20760,5703.2,852.37,18,9,12,3,3,2,2,2,1,4,1,1,1,1,2,2,2,1,6
8092,8092,8092,0,1,1,1,0,3,2,3,2,1,4,1,1,1,1,2,2,2,1,6
2112.5,22533,58574,1.80E+05,49,72,64,65,3,1,1,1,1,5,1,1,1,1,2,2,2,1,6
8092,1.44E+05,68243,0,1,1,1,0,3,3,1,1,1,5,1,1,1,1,2,2,2,1,6
3179.7,57090,32795,1.17E+05,25,21,30,33,2,4,1,1,1,5,1,1,1,1,2,2,2,1,6
2801.8,85488,47961,1.52E+05,40,36,38,40,3,4,1,1,1,5,1,1,1,1,2,2,2,1,6
901.82,2781.6,3062.8,12560,4,16,19,16,2,1,2,1,1,5,1,1,1,1,2,2,2,1,6
5128,6570.2,5171.1,10053,12,12,12,13,2,2,2,1,1,5,1,1,1,1,2,2,2,1,6
705.37,8068.6,7724,16567,21,24,20,26,3,3,2,1,1,5,1,1,1,1,2,2,2,1,6
346.78,1479.7,330.41,959.53,1,1,1,1,3,3,3,1,1,5,1,1,1,1,2,2,2,1,6
0,0,68243,0,0,0,1,0,2,4,1,2,1,3,2,1,1,1,2,2,2,1,6
0,0,23499,330.41,0,0,2,2,2,4,1,2,3,3,2,1,1,1,2,2,2,1,6
2786.5,647.95,330.41,599.65,4,7,3,3,1,2,1,2,3,4,2,1,1,1,2,2,2,1,6
5058.9,12219,455.84,7933.7,1,2,6,6,2,3,1,2,3,4,2,1,1,1,2,2,2,1,6
0,959.53,0,0,0,1,0,0,1,4,1,2,3,4,2,1,1,1,2,2,2,1,6
318.51,974.59,3685.6,886.89,7,8,13,7,2,4,1,2,3,4,2,1,1,1,2,2,2,1,6
1318.5,1133.9,1726.8,877.62,8,8,8,12,3,1,2,2,3,4,2,1,1,1,2,2,2,1,6
0,0,330.41,0,0,0,1,0,3,2,2,2,3,4,2,1,1,1,2,2,2,1,6
0,0,1.98E+05,0,0,0,1,0,3,1,1,1,1,5,2,1,1,1,2,2,2,1,6
24766,8092,1.80E+05,0,2,1,6,0,3,1,1,1,2,5,2,1,1,1,2,2,2,1,6
31088,44209,68981,1.07E+05,19,23,20,16,2,4,1,1,2,5,2,1,1,1,2,2,2,1,6
2951.9,7200.7,78267,1.98E+05,8,5,11,1,3,4,1,1,2,5,2,1,1,1,2,2,2,1,6
3469.7,425.88,652.81,31222,8,3,6,5,2,1,2,1,2,5,2,1,1,1,2,2,2,1,6
1241.4,959.53,34169,330.41,3,1,1,1,2,2,2,1,2,5,2,1,1,1,2,2,2,1,6
1844.8,2342.1,15533,23396,16,3,17,19,3,3,2,1,2,5,2,1,1,1,2,2,2,1,6
0,0,1115.5,959.53,0,0,1,1,2,1,3,1,2,5,2,1,1,1,2,2,2,1,6
3210.3,60387,31722,1.51E+05,12,13,9,9,3,1,1,1,3,5,2,1,1,1,2,2,2,1,6
18266,97688,0,0,1,1,0,0,3,3,1,1,3,5,2,1,1,1,2,2,2,1,6
771.07,76107,69083,1.54E+05,7,12,7,12,3,4,1,1,3,5,2,1,1,1,2,2,2,1,6
959.53,4962.5,4048.1,12472,2,2,2,2,2,1,2,1,3,5,2,1,1,1,2,2,2,1,6
0,68243,0,0,0,3,0,0,2,2,2,1,3,5,2,1,1,1,2,2,2,1,6
397.17,775,1569.3,17949,4,5,6,1,3,3,2,1,3,5,2,1,1,1,2,2,2,1,6
2074.5,2441.1,3968,9413.7,6,6,6,6,1,2,1,2,1,3,1,2,1,1,2,2,2,1,6
2209.7,19498,52476,60729,12,9,10,13,2,3,1,2,1,3,1,2,1,1,2,2,2,1,6
2074.5,2441.1,3968,9413.7,1,1,1,1,1,4,1,2,1,3,1,2,1,1,2,2,2,1,6
1800.3,10696,34057,958.27,13,4,6,11,2,4,1,2,1,3,1,2,1,1,2,2,2,1,6
959.53,3116.4,17387,33267,5,7,7,13,3,1,2,2,1,3,1,2,1,1,2,2,2,1,6
549.67,2891.9,75786,7969.3,4,12,11,18,3,2,2,2,1,3,1,2,1,1,2,2,2,1,6
0,0,23499,0,0,0,1,0,3,3,2,2,1,3,1,2,1,1,2,2,2,1,6
0,8019.6,0,0,0,1,0,0,3,4,2,2,1,3,1,2,1,1,2,2,2,1,6
1631.8,25844,10482,1.92E+05,2,4,2,4,3,1,1,1,1,5,1,2,1,1,2,2,2,1,6
8092,0,22771,41061,1,0,2,2,2,4,1,1,1,5,1,2,1,1,2,2,2,1,6
2875,77998,47526,92404,1,1,1,1,3,4,1,1,1,5,1,2,1,1,2,2,2,1,6
959.53,5468.9,12129,23167,3,3,3,3,3,3,2,1,1,5,1,2,1,1,2,2,2,1,6
0,0,8092,0,0,0,2,0,3,1,2,2,3,1,2,2,1,1,2,2,2,1,6
433.11,356.09,613.47,387.38,2,2,2,2,3,2,2,2,3,1,2,2,1,1,2,2,2,1,6
22989,34679,1.58E+05,37086,13,13,14,13,1,2,1,2,3,2,2,2,1,1,2,2,2,1,6
695.5,1155,1016.9,9559.4,26,24,27,27,2,3,1,2,3,2,2,2,1,1,2,2,2,1,6
1876,74672,4477,1.06E+05,7,3,4,6,2,4,1,2,3,2,2,2,1,1,2,2,2,1,6
852.48,15630,23161,22031,12,14,16,17,3,1,2,2,3,2,2,2,1,1,2,2,2,1,6
404.38,23442,2908.1,23241,7,10,14,10,3,2,2,2,3,2,2,2,1,1,2,2,2,1,6
1417.3,2429.5,2074,2450.6,9,9,9,9,1,2,1,2,1,3,2,2,1,1,2,2,2,1,6
0,0,0,1294.5,0,0,0,5,2,3,1,2,1,3,2,2,1,1,2,2,2,1,6
3501.2,16179,52766,17419,9,8,13,8,2,4,1,2,1,3,2,2,1,1,2,2,2,1,6
698.4,5476.8,19254,26281,8,12,11,7,3,1,2,2,1,3,2,2,1,1,2,2,2,1,6
854.96,383.1,2866.5,21177,4,2,5,4,3,2,2,2,1,3,2,2,1,1,2,2,2,1,6
2459.8,64273,2664.4,72914,13,10,8,7,3,1,1,1,1,5,2,2,1,1,2,2,2,1,6
0,959.53,959.53,0,0,1,1,0,3,3,1,1,1,5,2,2,1,1,2,2,2,1,6
478.68,32558,10955,1.16E+05,10,19,7,9,2,4,1,1,1,5,2,2,1,1,2,2,2,1,6
1455.2,27134,69271,1.73E+05,29,40,40,37,3,4,1,1,1,5,2,2,1,1,2,2,2,1,6
346.13,3981.4,13175,39314,14,14,15,13,2,1,2,1,1,5,2,2,1,1,2,2,2,1,6
330.41,6978.6,5862.7,13845,2,2,3,5,2,2,2,1,1,5,2,2,1,1,2,2,2,1,6
1078,8944,896.16,677.77,19,20,22,23,3,3,2,1,1,5,2,2,1,1,2,2,2,1,6
1768.7,429.15,1548.4,665.37,1,1,1,1,3,4,2,1,1,5,2,2,1,1,2,2,2,1,6
0,23499,488.33,6816.2,0,1,1,1,3,3,3,1,1,5,2,2,1,1,2,2,2,1,6
627.05,41175,17557,4095.2,17,17,15,15,3,1,1,1,2,5,2,2,1,1,2,2,2,1,6
19414,959.53,44906,330.41,4,2,4,1,2,4,1,1,2,5,2,2,1,1,2,2,2,1,6
